,dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,lat,lon,weapon_used_cd,weapon_desc,cross_street,crm_cd_2,crm_cd_3,crm_cd_4
87,231908077,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1000,19,Mission,1925,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 0913 2000 1814,26,F,H,507,CONDOMINIUM/TOWNHOUSE,IC,Invest Cont,626,12600    BRADLEY                      AV,34.2991,-118.4516,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
88,231107907,2023-04-15T00:00:00.000,2023-04-14T00:00:00.000,0030,11,Northeast,1176,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,2300    CABOT                        ST,34.0925,-118.2402,,,,,,
89,230708488,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1520,07,Wilshire,0733,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329,3,M,C,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,5700 W  6TH                          ST,34.0649,-118.3525,,,,,,
90,232107926,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1510,21,Topanga,2103,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,35,M,X,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",IC,Invest Cont,343,8300    TOPANGA CANYON               BL,34.2259,-118.6126,,,,,,
91,230309391,2023-04-15T00:00:00.000,2023-04-14T00:00:00.000,1700,03,Southwest,0316,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1206 1251 1259 0448 0913 2000 1814 0527,16,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626,1800 W  24TH                         ST,34.0346,-118.3033,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
92,231508351,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,2330,15,N Hollywood,1526,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416 1814 0444,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,626,6200    BECK                         AV,34.183,-118.3834,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
93,230209061,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0805,02,Rampart,0265,2,888,TRESPASSING,0910 1822,40,X,X,129,"TERMINAL, OTHER THAN MTA",IC,Invest Cont,888,2100 W  7TH                          ST,34.0565,-118.2768,,,,,,
94,231508325,2023-04-15T00:00:00.000,2023-04-09T00:00:00.000,2300,15,N Hollywood,1541,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822,46,F,F,116,OTHER/OUTSIDE,IC,Invest Cont,331,BABCOCK                      AV,34.1649,-118.4064,,,MAGNOLIA,,,
95,231309212,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0115,13,Newton,1393,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 2000 0416,22,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,626,100 W  70TH                         ST,33.9765,-118.2739,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
96,231210206,2023-04-15T00:00:00.000,2023-04-13T00:00:00.000,2117,12,77th Street,1263,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2000 1309 1814 0913 0421 0432 0216,33,F,B,101,STREET,IC,Invest Cont,930,83RD                         ST,33.9637,-118.309,511,VERBAL THREAT,WESTERN                      AV,,,
97,231408559,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1630,14,Pacific,1444,1,210,ROBBERY,0325 0444 0443 2004 0945 0918 0400,0,X,X,404,DEPARTMENT STORE,AA,Adult Arrest,210,4100    LINCOLN                      BL,33.9882,-118.4457,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
98,231408562,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1530,14,Pacific,1443,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 0421 2004,48,M,H,210,RESTAURANT/FAST FOOD,IC,Invest Cont,230,2400    LINCOLN                      BL,33.9939,-118.4524,309,BOARD,,,,
99,230507803,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0930,05,Harbor,0501,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 0432 0447 0913 1241 1243 1813 2000 2002,44,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,236,18600 S  VERMONT                      AV,33.862,-118.2905,500,UNKNOWN WEAPON/OTHER WEAPON,,,,
100,230908201,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0100,09,Van Nuys,0974,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,36,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626,4600    KESTER                       AV,34.1546,-118.4574,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
101,231809029,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1440,18,Southeast,1829,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1822 1257 1300 1310,3,M,B,108,PARKING LOT,IC,Invest Cont,237,ALAMEDA                      ST,33.9466,-118.2282,,,TWEEDY                       BL,,,
102,230608459,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1700,06,Hollywood,0645,2,888,TRESPASSING,1822 1402 1501 2004,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,888,6800    HOLLYWOOD                    BL,34.1016,-118.3387,,,,998,,
103,230608515,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,2130,06,Hollywood,0679,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0447 0421 0906 1822 0329 0400 0416 1501,36,M,W,108,PARKING LOT,IC,Invest Cont,230,NORMANDIE,34.0908,-118.3005,304,CLUB/BAT,SANTA MONICA,740,,
104,230209033,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0245,02,Rampart,0257,2,886,DISTURBING THE PEACE,0603 0334 0361 0913,55,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,886,600    WITMER                       ST,34.0555,-118.2656,207,OTHER KNIFE,,,,
105,231708192,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0900,17,Devonshire,1721,1,320,"BURGLARY, ATTEMPTED",1607 1402 1202 0329,61,M,W,507,CONDOMINIUM/TOWNHOUSE,IC,Invest Cont,320,22200    GERMAIN                      ST,34.2626,-118.6104,,,,998,,
106,231607294,2023-04-15T00:00:00.000,2023-04-13T00:00:00.000,2150,16,Foothill,1651,2,354,THEFT OF IDENTITY,1822 0929,45,M,H,602,BANK,IC,Invest Cont,354,9500    CRANFORD                     AV,34.2422,-118.4187,,,,,,
107,231800667,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0400,18,Southeast,1832,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0903 2053 1528 1822 0329 0311,0,X,X,101,STREET,IC,Invest Cont,745,OLIVE                        ST,33.9419,-118.2794,,,104TH                        ST,946,,
108,231107872,2023-04-15T00:00:00.000,2023-04-14T00:00:00.000,1740,11,Northeast,1135,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 0444 0416,28,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,626,3600    EAGLE ROCK                   BL,34.1165,-118.235,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
109,231809050,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,2200,18,Southeast,1827,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1100 0430 1822 0450,47,M,B,101,STREET,IC,Invest Cont,230,103RD                        ST,33.9432,-118.2408,106,UNKNOWN FIREARM,BEACH,,,
110,230608443,2023-04-15T00:00:00.000,2023-04-11T00:00:00.000,0700,06,Hollywood,0636,1,310,BURGLARY,1822 0321 0329,62,M,W,203,OTHER BUSINESS,IC,Invest Cont,310,6700    HOLLYWOOD                    BL,34.1034,-118.3325,500,UNKNOWN WEAPON/OTHER WEAPON,,,,
111,231008018,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1140,10,West Valley,1015,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1813 0444 1414,63,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,626,7400    LINDLEY                      AV,34.2048,-118.5273,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
112,231800665,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0050,18,Southeast,1837,1,210,ROBBERY,0342 1822 1300 1407 0450 1100,31,M,H,101,STREET,IC,Invest Cont,210,1800 E  115TH                        ST,33.9303,-118.2406,102,HAND GUN,,998,,
113,231508345,2023-04-15T00:00:00.000,2023-04-12T00:00:00.000,1730,15,N Hollywood,1532,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,30,F,H,710,OTHER PREMISE,IC,Invest Cont,956,5800    WHITSETT                     AV,34.1758,-118.4052,,,,,,
114,230209058,2023-04-15T00:00:00.000,2023-04-11T00:00:00.000,1400,02,Rampart,0201,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1813 0421 0913 2000,35,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,930,900 N  MARIPOSA                     AV,34.0868,-118.2991,511,VERBAL THREAT,,,,
115,230309445,2023-04-15T00:00:00.000,2023-03-25T00:00:00.000,2136,03,Southwest,0338,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325 1822,22,X,X,404,DEPARTMENT STORE,IC,Invest Cont,442,3100 S  HOOVER                       ST,34.0268,-118.2896,,,,,,
116,230209035,2023-04-15T00:00:00.000,2023-04-12T00:00:00.000,1000,02,Rampart,0212,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,CLINTON,34.08,-118.2881,,,ALEXANDRIA,,,
117,231508320,2023-04-15T00:00:00.000,2023-01-01T00:00:00.000,2120,15,N Hollywood,1585,2,354,THEFT OF IDENTITY,0928 1822,55,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,10900    BLUFFSIDE                    DR,34.1412,-118.3681,,,,,,
118,231409156,2023-04-15T00:00:00.000,2023-04-14T00:00:00.000,1000,14,Pacific,1494,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,212,TRANSPORTATION FACILITY (AIRPORT),IC,Invest Cont,740,100    WORLD WAY,33.9455,-118.4004,,,,,,
119,231708189,2023-04-15T00:00:00.000,2023-03-19T00:00:00.000,2100,17,Devonshire,1791,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,26,M,H,101,STREET,IC,Invest Cont,740,20500    NAPA                         ST,34.226,-118.5801,,,,,,
120,230209564,2023-04-15T00:00:00.000,2023-04-13T00:00:00.000,1457,02,Rampart,0236,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 0378 0344,0,X,X,404,DEPARTMENT STORE,IC,Invest Cont,442,300 N  WESTLAKE                     AV,34.0687,-118.2672,,,,,,
121,230708465,2023-04-15T00:00:00.000,2023-04-14T00:00:00.000,2000,07,Wilshire,0749,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,700 S  PLYMOUTH                     BL,34.0618,-118.3229,,,,,,
122,230110684,2023-04-15T00:00:00.000,2023-04-10T00:00:00.000,1800,01,Central,0154,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 1606 0386,31,M,B,707,GARAGE/CARPORT,IC,Invest Cont,331,500 S  SPRING                       ST,34.0474,-118.2496,,,,,,
123,231508298,2023-04-15T00:00:00.000,2023-04-14T00:00:00.000,2100,15,N Hollywood,1501,1,310,BURGLARY,1609 0358 0321 0344 1822 0216 0206,35,M,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,8100    VAN NOORD                    AV,34.218,-118.4155,,,,,,
124,231107880,2023-04-15T00:00:00.000,2023-04-13T00:00:00.000,1638,11,Northeast,1183,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913 1814,36,F,H,101,STREET,IC,Invest Cont,901,ECHO PARK,34.0768,-118.2574,,,SUNSET                       AV,,,
125,230808766,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1856,08,West LA,0817,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325 0104,0,X,X,406,OTHER STORE,IC,Invest Cont,442,10800    WEYBURN                      AV,34.0623,-118.4434,,,,,,
126,231210223,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,2130,12,77th Street,1266,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1402 0913 1814 0400 0421,32,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,236,FIGUEROA                     ST,33.9675,-118.2827,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",79TH                         ST,998,,
127,230110669,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1030,01,Central,0157,2,624,BATTERY - SIMPLE ASSAULT,0416 1218 1402 0913 1810 2004,34,M,B,517,MISSIONS/SHELTERS,AA,Adult Arrest,624,500 S  SAN PEDRO                    ST,34.0442,-118.2439,500,UNKNOWN WEAPON/OTHER WEAPON,,998,,
128,230309418,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0900,03,Southwest,0358,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0377 1822,36,M,I,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,IC,Invest Cont,341,3500    WATT                         WY,34.0223,-118.2865,,,,,,
129,230908215,2023-04-15T00:00:00.000,2023-04-07T00:00:00.000,1700,09,Van Nuys,0909,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,IC,Invest Cont,510,13500    VALERIO                      ST,34.2048,-118.4286,,,,,,
130,230100654,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0507,01,Central,0152,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1402,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,740,600 W  6TH                          ST,34.0487,-118.2553,500,UNKNOWN WEAPON/OTHER WEAPON,,,,
131,230309398,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1445,03,Southwest,0398,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1300 1309 1822 0319 0421 0416 0447,56,F,B,101,STREET,IC,Invest Cont,230,FIGUEROA                     ST,34.0074,-118.2827,500,UNKNOWN WEAPON/OTHER WEAPON,42ND                         ST,,,
132,232008224,2023-04-15T00:00:00.000,2023-04-12T00:00:00.000,0130,20,Olympic,2033,1,330,BURGLARY FROM VEHICLE,0344 1300 0358 1822,32,M,H,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,330,900 S  HOBART                       BL,34.0559,-118.3053,,,,,,
133,231007994,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0120,10,West Valley,1043,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1817 0429 1300 1309 0400 0416,24,F,H,101,STREET,IC,Invest Cont,230,5800    YOLANDA                      AV,34.1757,-118.5407,307,VEHICLE,,,,
134,230407425,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1030,04,Hollenbeck,0408,2,901,VIOLATION OF RESTRAINING ORDER,2038,0,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,901,3700 N  LOCKE                        AV,34.0883,-118.1797,,,,,,
135,231908064,2023-04-15T00:00:00.000,2023-04-14T00:00:00.000,1900,19,Mission,1966,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,TUPPER                       ST,34.239,-118.448,,,WAKEFIELD                    AV,,,
136,230608452,2023-04-15T00:00:00.000,2023-04-10T00:00:00.000,1600,06,Hollywood,0626,2,888,TRESPASSING,1822 0344,50,F,W,101,STREET,IC,Invest Cont,888,WILCOX                       AV,34.1052,-118.3309,,,FRANKLIN,,,
137,230507799,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1130,05,Harbor,0529,1,310,BURGLARY,0321 0329 0358 1601 2004 0913,50,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,1000 E  ANAHEIM                      ST,33.7806,-118.2507,,,,,,
138,230507788,2023-04-15T00:00:00.000,2023-04-13T00:00:00.000,1200,05,Harbor,0557,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,IC,Invest Cont,420,800 W  4TH                          ST,33.7406,-118.2946,,,,,,
139,231210192,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0001,12,77th Street,1239,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,1000 W  61ST                         ST,33.9841,-118.2915,,,,,,
140,230608498,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1800,06,Hollywood,0677,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 2004 0329,52,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,740,700 N  VAN NESS                     AV,34.0835,-118.3157,,,,,,
141,231107904,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0830,11,Northeast,1179,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1402,29,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,626,100 W  AVENUE 42,34.0937,-118.2092,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,998,,
142,232107932,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0200,21,Topanga,2105,1,330,BURGLARY FROM VEHICLE,0386 0344,26,M,O,108,PARKING LOT,IC,Invest Cont,330,21500    ROSCOE                       BL,34.2239,-118.6017,,,,,,
143,231007995,2023-04-15T00:00:00.000,2023-04-14T00:00:00.000,1400,10,West Valley,1021,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,IC,Invest Cont,420,19500    BASSETT                      ST,34.196,-118.5579,,,,,,
144,232107924,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1000,21,Topanga,2138,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0418 2000 0400 0416 0408 1814 0419 0406 0913,32,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,236,20400    SATICOY                      ST,34.2047,-118.5792,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,910,,
145,230300626,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,2245,03,Southwest,0336,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 0388 1212 1402 2024 1309 1815,22,M,X,115,AIRCRAFT,IC,Invest Cont,231,JEFFERSON                    BL,34.0256,-118.3089,500,UNKNOWN WEAPON/OTHER WEAPON,WESTERN                      AV,,,
146,231107894,2023-04-15T00:00:00.000,2023-04-10T00:00:00.000,1200,11,Northeast,1102,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,4000    CHEVY CHASE                  DR,34.1334,-118.2708,,,,,,
147,230110639,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0230,01,Central,0195,1,210,ROBBERY,0344 0400 0305 1822,40,M,H,102,SIDEWALK,IC,Invest Cont,210,MAIN,34.0336,-118.2626,215,MACHETE,VENICE,,,
148,232107912,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1030,21,Topanga,2136,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0913 0603 1309,46,F,H,108,PARKING LOT,IC,Invest Cont,230,7300    MILWOOD                      AV,34.2029,-118.5943,307,VEHICLE,,,,
149,231908068,2023-04-15T00:00:00.000,2023-04-14T00:00:00.000,0001,19,Mission,1907,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385,28,F,H,101,STREET,IC,Invest Cont,420,13400    HUBBARD                      ST,34.3115,-118.4257,,,,,,
150,232008208,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1445,20,Olympic,2069,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,1000 S  HOOVER                       ST,34.0499,-118.2879,,,,,,
151,231508321,2023-04-15T00:00:00.000,2023-03-30T00:00:00.000,2000,15,N Hollywood,1555,1,330,BURGLARY FROM VEHICLE,1302 0344 1822,25,M,H,108,PARKING LOT,IC,Invest Cont,330,HUSTON                       ST,34.1599,-118.3758,,,KLUMP                        AV,,,
152,231708277,2023-04-15T00:00:00.000,2023-04-12T00:00:00.000,2232,17,Devonshire,1729,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2028,0,X,X,402,MARKET,IC,Invest Cont,442,11100    BALBOA                       BL,34.2757,-118.5144,,,,,,
153,231908078,2023-04-15T00:00:00.000,2023-04-14T00:00:00.000,2200,19,Mission,1981,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0416 0444 2000 1814,45,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626,15500    RAYEN                        ST,34.2319,-118.4698,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
154,231508365,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1725,15,N Hollywood,1525,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0446,17,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624,11800    KITTRIDGE                    ST,34.1903,-118.39,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
155,231408555,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0800,14,Pacific,1414,2,624,BATTERY - SIMPLE ASSAULT,0416,41,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624,800    BROOKS                       AV,33.9977,-118.4646,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
156,231210344,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1102,12,77th Street,1232,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822,0,X,X,403,DRUG STORE,IC,Invest Cont,442,3200 W  SLAUSON                      AV,33.989,-118.3282,,,,,,
157,231908080,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0715,19,Mission,1919,2,624,BATTERY - SIMPLE ASSAULT,0429 2021 0913 1817 0906 0444 0305,41,F,H,124,BUS STOP,IC,Invest Cont,624,FOOTHILL,34.2928,-118.4144,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",ARROYO,,,
158,230507815,2023-04-15T00:00:00.000,2023-04-11T00:00:00.000,1930,05,Harbor,0513,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300 0329,48,F,J,108,PARKING LOT,IC,Invest Cont,331,25800    VERMONT                      AV,33.7896,-118.2933,,,,,,
159,230808254,2023-04-15T00:00:00.000,2023-04-14T00:00:00.000,2150,08,West LA,0847,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,10300    BELLWOOD                     AV,34.0524,-118.4174,,,,,,
160,230110664,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0200,01,Central,0157,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2034 2060,41,M,B,101,STREET,IC,Invest Cont,440,6TH,34.0408,-118.2428,,,TOWNE,,,
161,232107919,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,0945,21,Topanga,2143,2,624,BATTERY - SIMPLE ASSAULT,0444 0416 2004,36,M,W,108,PARKING LOT,IC,Invest Cont,624,VANOWEN                      ST,34.1937,-118.6234,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",FALLBROOK                    AV,,,
162,230209084,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,2045,02,Rampart,0246,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 2002 0444 0400,35,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626,400 S  BONNIE BRAE                  ST,34.0598,-118.2734,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
163,230608468,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1805,06,Hollywood,0656,1,761,BRANDISH WEAPON,0432 0312 0913 2004 0334 1501,24,M,O,203,OTHER BUSINESS,IC,Invest Cont,761,6100    SANTA MONICA                 BL,34.0908,-118.3223,102,HAND GUN,,,,
164,231210216,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1600,12,77th Street,1205,1,210,ROBBERY,0344,47,M,H,101,STREET,IC,Invest Cont,210,50TH                         ST,33.9978,-118.3002,102,HAND GUN,NORMANDIE                    AV,,,
165,230110708,2023-04-15T00:00:00.000,2023-04-14T00:00:00.000,1700,01,Central,0152,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,0,X,X,404,DEPARTMENT STORE,IC,Invest Cont,740,600 S  HILL                         ST,34.0491,-118.2558,,,,,,
166,231008013,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1645,10,West Valley,1075,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0421 0919,68,M,H,101,STREET,IC,Invest Cont,930,VENTURA                      BL,34.1654,-118.5272,511,VERBAL THREAT,LINDLEY                      AV,,,
167,231708294,2023-04-15T00:00:00.000,2023-04-06T00:00:00.000,1840,17,Devonshire,1766,2,354,THEFT OF IDENTITY,0929 1822,63,M,A,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,18900    BALLINGER                    ST,34.2439,-118.5453,,,,,,
168,230508254,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,1822,05,Harbor,0518,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0344,0,X,X,404,DEPARTMENT STORE,IC,Invest Cont,442,200 E  PACIFIC COAST                HY,33.798,-118.2604,,,,,,
169,230608446,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,2155,06,Hollywood,0637,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 1501 0216 0431 0213,30,M,W,203,OTHER BUSINESS,IC,Invest Cont,230,6200    HOLLYWOOD                    BL,34.103,-118.3225,512,MACE/PEPPER SPRAY,,,,
